concert hall;floor;side;row;number;x;y
Műegyetem K épület, aula;orchestra;left;12;12;194;474
Műegyetem K épület, aula;orchestra;left;12;13;208;474
Műegyetem K épület, aula;orchestra;left;12;14;222;474

Műegyetem K épület, aula;orchestra;left;13;1;40;496
Műegyetem K épület, aula;orchestra;left;13;2;54;496
Műegyetem K épület, aula;orchestra;left;13;3;68;496
Műegyetem K épület, aula;orchestra;left;13;4;82;496
Műegyetem K épület, aula;orchestra;left;13;5;96;496

Műegyetem K épület, aula;orchestra;left;14;1;40;516
Műegyetem K épület, aula;orchestra;left;14;2;54;516
Műegyetem K épület, aula;orchestra;left;14;3;68;516

Műegyetem K épület, aula;orchestra;left;15;1;40;538
Műegyetem K épület, aula;orchestra;left;15;2;54;538
Műegyetem K épület, aula;orchestra;left;15;3;68;538

Műegyetem K épület, aula;orchestra;right;1;1;426;228
Műegyetem K épület, aula;orchestra;right;1;2;412;228
Műegyetem K épület, aula;orchestra;right;1;3;398;228
Műegyetem K épület, aula;orchestra;right;1;4;384;228
Műegyetem K épület, aula;orchestra;right;1;5;370;228
Műegyetem K épület, aula;orchestra;right;1;6;356;228
Műegyetem K épület, aula;orchestra;right;1;7;342;228
Műegyetem K épület, aula;orchestra;right;1;8;328;228
Műegyetem K épület, aula;orchestra;right;1;9;314;228
Műegyetem K épület, aula;orchestra;right;1;10;300;228
Műegyetem K épület, aula;orchestra;right;1;11;286;228
Műegyetem K épület, aula;orchestra;right;1;12;272;228

Műegyetem K épület, aula;orchestra;right;2;1;426;250
Műegyetem K épület, aula;orchestra;right;2;2;412;250
Műegyetem K épület, aula;orchestra;right;2;3;398;250
Műegyetem K épület, aula;orchestra;right;2;4;384;250
Műegyetem K épület, aula;orchestra;right;2;5;370;250
Műegyetem K épület, aula;orchestra;right;2;6;356;250
Műegyetem K épület, aula;orchestra;right;2;7;342;250
Műegyetem K épület, aula;orchestra;right;2;8;328;250
Műegyetem K épület, aula;orchestra;right;2;9;314;250
Műegyetem K épület, aula;orchestra;right;2;10;300;250
Műegyetem K épület, aula;orchestra;right;2;11;286;250
Műegyetem K épület, aula;orchestra;right;2;12;272;250
Műegyetem K épület, aula;orchestra;right;2;13;258;250

Műegyetem K épület, aula;orchestra;right;3;1;426;273
Műegyetem K épület, aula;orchestra;right;3;2;412;273
Műegyetem K épület, aula;orchestra;right;3;3;398;273
Műegyetem K épület, aula;orchestra;right;3;4;384;273
Műegyetem K épület, aula;orchestra;right;3;5;370;273
Műegyetem K épület, aula;orchestra;right;3;6;356;273
Műegyetem K épület, aula;orchestra;right;3;7;342;273
Műegyetem K épület, aula;orchestra;right;3;8;328;273
Műegyetem K épület, aula;orchestra;right;3;9;314;273
Műegyetem K épület, aula;orchestra;right;3;10;300;273
Műegyetem K épület, aula;orchestra;right;3;11;286;273
Műegyetem K épület, aula;orchestra;right;3;12;272;273
Műegyetem K épület, aula;orchestra;right;3;13;258;273
Műegyetem K épület, aula;orchestra;right;3;14;244;273

Műegyetem K épület, aula;orchestra;right;4;1;426;296
Műegyetem K épület, aula;orchestra;right;4;2;412;296
Műegyetem K épület, aula;orchestra;right;4;3;398;296
Műegyetem K épület, aula;orchestra;right;4;4;384;296
Műegyetem K épület, aula;orchestra;right;4;5;370;296
Műegyetem K épület, aula;orchestra;right;4;6;356;296
Műegyetem K épület, aula;orchestra;right;4;7;342;296
Műegyetem K épület, aula;orchestra;right;4;8;328;296
Műegyetem K épület, aula;orchestra;right;4;9;314;296
Műegyetem K épület, aula;orchestra;right;4;10;300;296
Műegyetem K épület, aula;orchestra;right;4;11;286;296
Műegyetem K épület, aula;orchestra;right;4;12;272;296
Műegyetem K épület, aula;orchestra;right;4;13;258;296
Műegyetem K épület, aula;orchestra;right;4;14;244;296

Műegyetem K épület, aula;orchestra;right;5;1;426;318
Műegyetem K épület, aula;orchestra;right;5;2;412;318
Műegyetem K épület, aula;orchestra;right;5;3;398;318
Műegyetem K épület, aula;orchestra;right;5;4;384;318
Műegyetem K épület, aula;orchestra;right;5;5;370;318
Műegyetem K épület, aula;orchestra;right;5;6;356;318
Műegyetem K épület, aula;orchestra;right;5;7;342;318
Műegyetem K épület, aula;orchestra;right;5;8;328;318
Műegyetem K épület, aula;orchestra;right;5;9;314;318
Műegyetem K épület, aula;orchestra;right;5;10;300;318
Műegyetem K épület, aula;orchestra;right;5;11;286;318
Műegyetem K épület, aula;orchestra;right;5;12;272;318
Műegyetem K épület, aula;orchestra;right;5;13;258;318
Műegyetem K épület, aula;orchestra;right;5;14;244;318

Műegyetem K épület, aula;orchestra;right;6;1;426;342
Műegyetem K épület, aula;orchestra;right;6;2;412;342
Műegyetem K épület, aula;orchestra;right;6;3;398;342
Műegyetem K épület, aula;orchestra;right;6;4;384;342
Műegyetem K épület, aula;orchestra;right;6;5;370;342
Műegyetem K épület, aula;orchestra;right;6;6;356;342
Műegyetem K épület, aula;orchestra;right;6;7;342;342
Műegyetem K épület, aula;orchestra;right;6;8;328;342
Műegyetem K épület, aula;orchestra;right;6;9;314;342
Műegyetem K épület, aula;orchestra;right;6;10;300;342
Műegyetem K épület, aula;orchestra;right;6;11;286;342
Műegyetem K épület, aula;orchestra;right;6;12;272;342
Műegyetem K épület, aula;orchestra;right;6;13;258;342
Műegyetem K épület, aula;orchestra;right;6;14;244;342

Műegyetem K épület, aula;orchestra;right;7;1;426;364
Műegyetem K épület, aula;orchestra;right;7;2;412;364
Műegyetem K épület, aula;orchestra;right;7;3;398;364
Műegyetem K épület, aula;orchestra;right;7;4;384;364
Műegyetem K épület, aula;orchestra;right;7;5;370;364
Műegyetem K épület, aula;orchestra;right;7;6;356;364
Műegyetem K épület, aula;orchestra;right;7;7;342;364
Műegyetem K épület, aula;orchestra;right;7;8;328;364
Műegyetem K épület, aula;orchestra;right;7;9;314;364
Műegyetem K épület, aula;orchestra;right;7;10;300;364
Műegyetem K épület, aula;orchestra;right;7;11;286;364
Műegyetem K épület, aula;orchestra;right;7;12;272;364
Műegyetem K épület, aula;orchestra;right;7;13;258;364
Műegyetem K épület, aula;orchestra;right;7;14;244;364

Műegyetem K épület, aula;orchestra;right;8;1;426;386
Műegyetem K épület, aula;orchestra;right;8;2;412;386
Műegyetem K épület, aula;orchestra;right;8;3;398;386
Műegyetem K épület, aula;orchestra;right;8;4;384;386
Műegyetem K épület, aula;orchestra;right;8;5;370;386
Műegyetem K épület, aula;orchestra;right;8;6;356;386
