concert hall;floor;side;row;number;x;y
MOM Kulturális Központ;orchestra;left;3;10;161;124
MOM Kulturális Központ;orchestra;left;3;11;175;124
MOM Kulturális Központ;orchestra;left;3;12;189;124
MOM Kulturális Központ;orchestra;left;3;13;203;124
MOM Kulturális Központ;orchestra;left;3;14;217;124

MOM Kulturális Központ;orchestra;right;3;13;231;124
MOM Kulturális Központ;orchestra;right;3;12;245;124
MOM Kulturális Központ;orchestra;right;3;11;259;124
MOM Kulturális Központ;orchestra;right;3;10;273;124
MOM Kulturális Központ;orchestra;right;3;9;287;124
MOM Kulturális Központ;orchestra;right;3;8;301;124
MOM Kulturális Központ;orchestra;right;3;7;315;124
MOM Kulturális Központ;orchestra;right;3;6;329;124
MOM Kulturális Központ;orchestra;right;3;5;343;124
MOM Kulturális Központ;orchestra;right;3;4;357;124
MOM Kulturális Központ;orchestra;right;3;3;371;124
MOM Kulturális Központ;orchestra;right;3;2;385;124
MOM Kulturális Központ;orchestra;right;3;1;399;124

MOM Kulturális Központ;orchestra;left;4;1;28;136
MOM Kulturális Központ;orchestra;left;4;2;42;136
MOM Kulturális Központ;orchestra;left;4;3;56;136
MOM Kulturális Központ;orchestra;left;4;4;70;136
MOM Kulturális Központ;orchestra;left;4;5;84;136
MOM Kulturális Központ;orchestra;left;4;6;98;136
MOM Kulturális Központ;orchestra;left;4;7;112;136
MOM Kulturális Központ;orchestra;left;4;8;126;136
MOM Kulturális Központ;orchestra;left;4;9;140;136
MOM Kulturális Központ;orchestra;left;4;10;154;136
MOM Kulturális Központ;orchestra;left;4;11;168;136
MOM Kulturális Központ;orchestra;left;4;12;182;136
MOM Kulturális Központ;orchestra;left;4;13;196;136
MOM Kulturális Központ;orchestra;left;4;14;210;136

MOM Kulturális Központ;orchestra;right;4;14;224;136
MOM Kulturális Központ;orchestra;right;4;13;238;136
MOM Kulturális Központ;orchestra;right;4;12;252;136
MOM Kulturális Központ;orchestra;right;4;11;266;136
MOM Kulturális Központ;orchestra;right;4;10;280;136
MOM Kulturális Központ;orchestra;right;4;9;294;136
MOM Kulturális Központ;orchestra;right;4;8;308;136
MOM Kulturális Központ;orchestra;right;4;7;322;136
MOM Kulturális Központ;orchestra;right;4;6;336;136
MOM Kulturális Központ;orchestra;right;4;5;350;136
MOM Kulturális Központ;orchestra;right;4;4;364;136
MOM Kulturális Központ;orchestra;right;4;3;378;136
MOM Kulturális Központ;orchestra;right;4;2;392;136
MOM Kulturális Központ;orchestra;right;4;1;406;136

MOM Kulturális Központ;orchestra;left;5;1;7;148
MOM Kulturális Központ;orchestra;left;5;2;21;148
MOM Kulturális Központ;orchestra;left;5;3;35;148
MOM Kulturális Központ;orchestra;left;5;4;49;148
MOM Kulturális Központ;orchestra;left;5;5;63;148
MOM Kulturális Központ;orchestra;left;5;6;77;148
MOM Kulturális Központ;orchestra;left;5;7;91;148
MOM Kulturális Központ;orchestra;left;5;8;105;148
MOM Kulturális Központ;orchestra;left;5;9;119;148
MOM Kulturális Központ;orchestra;left;5;10;133;148
MOM Kulturális Központ;orchestra;left;5;11;147;148
MOM Kulturális Központ;orchestra;left;5;12;161;148
MOM Kulturális Központ;orchestra;left;5;13;175;148
MOM Kulturális Központ;orchestra;left;5;14;189;148
MOM Kulturális Központ;orchestra;left;5;15;203;148
MOM Kulturális Központ;orchestra;left;5;16;217;148

MOM Kulturális Központ;orchestra;right;5;15;231;148
MOM Kulturális Központ;orchestra;right;5;14;245;148
MOM Kulturális Központ;orchestra;right;5;13;259;148
MOM Kulturális Központ;orchestra;right;5;12;273;148
MOM Kulturális Központ;orchestra;right;5;11;287;148
MOM Kulturális Központ;orchestra;right;5;10;301;148
MOM Kulturális Központ;orchestra;right;5;9;315;148
MOM Kulturális Központ;orchestra;right;5;8;329;148
MOM Kulturális Központ;orchestra;right;5;7;343;148
MOM Kulturális Központ;orchestra;right;5;6;357;148
MOM Kulturális Központ;orchestra;right;5;5;371;148
MOM Kulturális Központ;orchestra;right;5;4;385;148
MOM Kulturális Központ;orchestra;right;5;3;399;148
MOM Kulturális Központ;orchestra;right;5;2;413;148
MOM Kulturális Központ;orchestra;right;5;1;427;148

MOM Kulturális Központ;orchestra;left;6;1;0;160
MOM Kulturális Központ;orchestra;left;6;2;14;160
MOM Kulturális Központ;orchestra;left;6;3;28;160
MOM Kulturális Központ;orchestra;left;6;4;42;160
MOM Kulturális Központ;orchestra;left;6;5;56;160
MOM Kulturális Központ;orchestra;left;6;6;70;160
MOM Kulturális Központ;orchestra;left;6;7;84;160
MOM Kulturális Központ;orchestra;left;6;8;98;160
MOM Kulturális Központ;orchestra;left;6;9;112;160
MOM Kulturális Központ;orchestra;left;6;10;126;160
MOM Kulturális Központ;orchestra;left;6;11;140;160
MOM Kulturális Központ;orchestra;left;6;12;154;160
MOM Kulturális Központ;orchestra;left;6;13;168;160
MOM Kulturális Központ;orchestra;left;6;14;182;160
MOM Kulturális Központ;orchestra;left;6;15;196;160
MOM Kulturális Központ;orchestra;left;6;16;210;160

MOM Kulturális Központ;orchestra;right;6;16;224;160
MOM Kulturális Központ;orchestra;right;6;15;238;160
MOM Kulturális Központ;orchestra;right;6;14;252;160
MOM Kulturális Központ;orchestra;right;6;13;266;160
MOM Kulturális Központ;orchestra;right;6;12;280;160
MOM Kulturális Központ;orchestra;right;6;11;294;160
MOM Kulturális Központ;orchestra;right;6;10;308;160
MOM Kulturális Központ;orchestra;right;6;9;322;160
MOM Kulturális Központ;orchestra;right;6;8;336;160
MOM Kulturális Központ;orchestra;right;6;7;350;160
MOM Kulturális Központ;orchestra;right;6;6;364;160
MOM Kulturális Központ;orchestra;right;6;5;378;160
MOM Kulturális Központ;orchestra;right;6;4;392;160
MOM Kulturális Központ;orchestra;right;6;3;406;160
MOM Kulturális Központ;orchestra;right;6;2;420;160
MOM Kulturális Központ;orchestra;right;6;1;434;160

MOM Kulturális Központ;orchestra;left;7;1;7;172
MOM Kulturális Központ;orchestra;left;7;2;21;172
MOM Kulturális Központ;orchestra;left;7;3;35;172
MOM Kulturális Központ;orchestra;left;7;4;49;172
MOM Kulturális Központ;orchestra;left;7;5;63;172
MOM Kulturális Központ;orchestra;left;7;6;77;172
MOM Kulturális Központ;orchestra;left;7;7;91;172
MOM Kulturális Központ;orchestra;left;7;8;105;172
MOM Kulturális Központ;orchestra;left;7;9;119;172
MOM Kulturális Központ;orchestra;left;7;10;133;172
MOM Kulturális Központ;orchestra;left;7;11;147;172
MOM Kulturális Központ;orchestra;left;7;12;161;172
MOM Kulturális Központ;orchestra;left;7;13;175;172
MOM Kulturális Központ;orchestra;left;7;14;189;172
MOM Kulturális Központ;orchestra;left;7;15;203;172
MOM Kulturális Központ;orchestra;left;7;16;217;172

MOM Kulturális Központ;orchestra;right;7;15;231;172
MOM Kulturális Központ;orchestra;right;7;14;245;172
MOM Kulturális Központ;orchestra;right;7;13;259;172
MOM Kulturális Központ;orchestra;right;7;12;273;172
MOM Kulturális Központ;orchestra;right;7;11;287;172
MOM Kulturális Központ;orchestra;right;7;10;301;172
MOM Kulturális Központ;orchestra;right;7;9;315;172
MOM Kulturális Központ;orchestra;right;7;8;329;172
MOM Kulturális Központ;orchestra;right;7;7;343;172
MOM Kulturális Központ;orchestra;right;7;6;357;172
MOM Kulturális Központ;orchestra;right;7;5;371;172
MOM Kulturális Központ;orchestra;right;7;4;385;172
MOM Kulturális Központ;orchestra;right;7;3;399;172
MOM Kulturális Központ;orchestra;right;7;2;413;172
MOM Kulturális Központ;orchestra;right;7;1;427;172

MOM Kulturális Központ;orchestra;left;8;1;28;184
MOM Kulturális Központ;orchestra;left;8;2;42;184
MOM Kulturális Központ;orchestra;left;8;3;56;184
MOM Kulturális Központ;orchestra;left;8;4;70;184
MOM Kulturális Központ;orchestra;left;8;5;84;184
MOM Kulturális Központ;orchestra;left;8;6;98;184
MOM Kulturális Központ;orchestra;left;8;7;112;184
MOM Kulturális Központ;orchestra;left;8;8;126;184
MOM Kulturális Központ;orchestra;left;8;9;140;184
MOM Kulturális Központ;orchestra;left;8;10;154;184
MOM Kulturális Központ;orchestra;left;8;11;168;184
MOM Kulturális Központ;orchestra;left;8;12;182;184
MOM Kulturális Központ;orchestra;left;8;13;196;184
MOM Kulturális Központ;orchestra;left;8;14;210;184

MOM Kulturális Központ;orchestra;right;8;14;224;184
MOM Kulturális Központ;orchestra;right;8;13;238;184
MOM Kulturális Központ;orchestra;right;8;12;252;184
MOM Kulturális Központ;orchestra;right;8;11;266;184
MOM Kulturális Központ;orchestra;right;8;10;280;184
MOM Kulturális Központ;orchestra;right;8;9;294;184
MOM Kulturális Központ;orchestra;right;8;8;308;184
MOM Kulturális Központ;orchestra;right;8;7;322;184
MOM Kulturális Központ;orchestra;right;8;6;336;184
MOM Kulturális Központ;orchestra;right;8;5;350;184
MOM Kulturális Központ;orchestra;right;8;4;364;184
MOM Kulturális Központ;orchestra;right;8;3;378;184
MOM Kulturális Központ;orchestra;right;8;2;392;184
MOM Kulturális Központ;orchestra;right;8;1;406;184

MOM Kulturális Központ;orchestra;left;9;1;35;196
MOM Kulturális Központ;orchestra;left;9;2;49;196
MOM Kulturális Központ;orchestra;left;9;3;63;196
MOM Kulturális Központ;orchestra;left;9;4;77;196
MOM Kulturális Központ;orchestra;left;9;5;91;196
MOM Kulturális Központ;orchestra;left;9;6;105;196
MOM Kulturális Központ;orchestra;left;9;7;119;196
MOM Kulturális Központ;orchestra;left;9;8;133;196
MOM Kulturális Központ;orchestra;left;9;9;147;196
MOM Kulturális Központ;orchestra;left;9;10;161;196
MOM Kulturális Központ;orchestra;left;9;11;175;196
MOM Kulturális Központ;orchestra;left;9;12;189;196
MOM Kulturális Központ;orchestra;left;9;13;203;196
MOM Kulturális Központ;orchestra;left;9;14;217;196

MOM Kulturális Központ;orchestra;right;9;13;231;196
MOM Kulturális Központ;orchestra;right;9;12;245;196
MOM Kulturális Központ;orchestra;right;9;11;259;196
MOM Kulturális Központ;orchestra;right;9;10;273;196
MOM Kulturális Központ;orchestra;right;9;9;287;196
MOM Kulturális Központ;orchestra;right;9;8;301;196
MOM Kulturális Központ;orchestra;right;9;7;315;196
MOM Kulturális Központ;orchestra;right;9;6;329;196
MOM Kulturális Központ;orchestra;right;9;5;343;196
MOM Kulturális Központ;orchestra;right;9;4;357;196
MOM Kulturális Központ;orchestra;right;9;3;371;196
MOM Kulturális Központ;orchestra;right;9;2;385;196
MOM Kulturális Központ;orchestra;right;9;1;399;196

MOM Kulturális Központ;orchestra;left;10;1;14;208
MOM Kulturális Központ;orchestra;left;10;2;28;208
MOM Kulturális Központ;orchestra;left;10;3;42;208
MOM Kulturális Központ;orchestra;left;10;4;56;208
MOM Kulturális Központ;orchestra;left;10;5;70;208
MOM Kulturális Központ;orchestra;left;10;6;84;208
MOM Kulturális Központ;orchestra;left;10;7;98;208
MOM Kulturális Központ;orchestra;left;10;8;112;208
MOM Kulturális Központ;orchestra;left;10;9;126;208
MOM Kulturális Központ;orchestra;left;10;10;140;208
MOM Kulturális Központ;orchestra;left;10;11;154;208
MOM Kulturális Központ;orchestra;left;10;12;168;208
MOM Kulturális Központ;orchestra;left;10;13;182;208
MOM Kulturális Központ;orchestra;left;10;14;196;208
MOM Kulturális Központ;orchestra;left;10;15;210;208

MOM Kulturális Központ;orchestra;right;10;15;224;208
MOM Kulturális Központ;orchestra;right;10;14;238;208
MOM Kulturális Központ;orchestra;right;10;13;252;208
MOM Kulturális Központ;orchestra;right;10;12;266;208
MOM Kulturális Központ;orchestra;right;10;11;280;208
MOM Kulturális Központ;orchestra;right;10;10;294;208
MOM Kulturális Központ;orchestra;right;10;9;308;208
MOM Kulturális Központ;orchestra;right;10;8;322;208
MOM Kulturális Központ;orchestra;right;10;7;336;208
MOM Kulturális Központ;orchestra;right;10;6;350;208
MOM Kulturális Központ;orchestra;right;10;5;364;208
MOM Kulturális Központ;orchestra;right;10;4;378;208
MOM Kulturális Központ;orchestra;right;10;3;392;208
MOM Kulturális Központ;orchestra;right;10;2;406;208
MOM Kulturális Központ;orchestra;right;10;1;420;208

MOM Kulturális Központ;orchestra;left;11;1;7;220
MOM Kulturális Központ;orchestra;left;11;2;21;220
MOM Kulturális Központ;orchestra;left;11;3;35;220
MOM Kulturális Központ;orchestra;left;11;4;49;220
MOM Kulturális Központ;orchestra;left;11;5;63;220
MOM Kulturális Központ;orchestra;left;11;6;77;220
MOM Kulturális Központ;orchestra;left;11;7;91;220
MOM Kulturális Központ;orchestra;left;11;8;105;220
MOM Kulturális Központ;orchestra;left;11;9;119;220
MOM Kulturális Központ;orchestra;left;11;10;133;220
MOM Kulturális Központ;orchestra;left;11;11;147;220
MOM Kulturális Központ;orchestra;left;11;12;161;220
MOM Kulturális Központ;orchestra;left;11;13;175;220
MOM Kulturális Központ;orchestra;left;11;14;189;220
MOM Kulturális Központ;orchestra;left;11;15;203;220
MOM Kulturális Központ;orchestra;left;11;16;217;220

MOM Kulturális Központ;orchestra;right;11;15;231;220
MOM Kulturális Központ;orchestra;right;11;14;245;220
MOM Kulturális Központ;orchestra;right;11;13;259;220
MOM Kulturális Központ;orchestra;right;11;12;273;220
MOM Kulturális Központ;orchestra;right;11;11;287;220
MOM Kulturális Központ;orchestra;right;11;10;301;220
MOM Kulturális Központ;orchestra;right;11;9;315;220
MOM Kulturális Központ;orchestra;right;11;8;329;220
MOM Kulturális Központ;orchestra;right;11;7;343;220
MOM Kulturális Központ;orchestra;right;11;6;357;220
MOM Kulturális Központ;orchestra;right;11;5;371;220
MOM Kulturális Központ;orchestra;right;11;4;385;220
MOM Kulturális Központ;orchestra;right;11;3;399;220
MOM Kulturális Központ;orchestra;right;11;2;413;220
MOM Kulturális Központ;orchestra;right;11;1;427;220

MOM Kulturális Központ;orchestra;left;12;1;0;232
MOM Kulturális Központ;orchestra;left;12;2;14;232
MOM Kulturális Központ;orchestra;left;12;3;28;232
MOM Kulturális Központ;orchestra;left;12;4;42;232
MOM Kulturális Központ;orchestra;left;12;5;56;232
MOM Kulturális Központ;orchestra;left;12;6;70;232
MOM Kulturális Központ;orchestra;left;12;7;84;232
MOM Kulturális Központ;orchestra;left;12;8;98;232
MOM Kulturális Központ;orchestra;left;12;9;112;232
MOM Kulturális Központ;orchestra;left;12;10;126;232
MOM Kulturális Központ;orchestra;left;12;11;140;232
MOM Kulturális Központ;orchestra;left;12;12;154;232
MOM Kulturális Központ;orchestra;left;12;13;168;232
MOM Kulturális Központ;orchestra;left;12;14;182;232
MOM Kulturális Központ;orchestra;left;12;15;196;232
MOM Kulturális Központ;orchestra;left;12;16;210;232

MOM Kulturális Központ;orchestra;right;12;16;224;232
MOM Kulturális Központ;orchestra;right;12;15;238;232
MOM Kulturális Központ;orchestra;right;12;14;252;232
MOM Kulturális Központ;orchestra;right;12;13;266;232
MOM Kulturális Központ;orchestra;right;12;12;280;232
MOM Kulturális Központ;orchestra;right;12;11;294;232
MOM Kulturális Központ;orchestra;right;12;10;308;232
MOM Kulturális Központ;orchestra;right;12;9;322;232
MOM Kulturális Központ;orchestra;right;12;8;336;232
MOM Kulturális Központ;orchestra;right;12;7;350;232
MOM Kulturális Központ;orchestra;right;12;6;364;232
MOM Kulturális Központ;orchestra;right;12;5;378;232
MOM Kulturális Központ;orchestra;right;12;4;392;232
MOM Kulturális Központ;orchestra;right;12;3;406;232
MOM Kulturális Központ;orchestra;right;12;2;420;232
MOM Kulturális Központ;orchestra;right;12;1;434;232

MOM Kulturális Központ;orchestra;left;13;1;49;244
MOM Kulturális Központ;orchestra;left;13;2;63;244
MOM Kulturális Központ;orchestra;left;13;3;77;244
MOM Kulturális Központ;orchestra;left;13;4;91;244
MOM Kulturális Központ;orchestra;left;13;5;105;244
MOM Kulturális Központ;orchestra;left;13;6;119;244
MOM Kulturális Központ;orchestra;left;13;7;133;244
MOM Kulturális Központ;orchestra;left;13;8;147;244
MOM Kulturális Központ;orchestra;left;13;9;161;244
MOM Kulturális Központ;orchestra;left;13;10;175;244
MOM Kulturális Központ;orchestra;left;13;11;189;244
MOM Kulturális Központ;orchestra;left;13;12;203;244
MOM Kulturális Központ;orchestra;left;13;13;217;244

MOM Kulturális Központ;orchestra;right;13;12;231;244
MOM Kulturális Központ;orchestra;right;13;11;245;244
MOM Kulturális Központ;orchestra;right;13;10;259;244
MOM Kulturális Központ;orchestra;right;13;9;273;244
MOM Kulturális Központ;orchestra;right;13;8;287;244
MOM Kulturális Központ;orchestra;right;13;7;301;244
MOM Kulturális Központ;orchestra;right;13;6;315;244
MOM Kulturális Központ;orchestra;right;13;5;329;244
MOM Kulturális Központ;orchestra;right;13;4;343;244
MOM Kulturális Központ;orchestra;right;13;3;357;244
MOM Kulturális Központ;orchestra;right;13;2;371;244
MOM Kulturális Központ;orchestra;right;13;1;385;244

MOM Kulturális Központ;orchestra;left;14;1;14;256
MOM Kulturális Központ;orchestra;left;14;2;28;256
MOM Kulturális Központ;orchestra;left;14;3;42;256
MOM Kulturális Központ;orchestra;left;14;4;56;256
MOM Kulturális Központ;orchestra;left;14;5;70;256
MOM Kulturális Központ;orchestra;left;14;6;84;256
MOM Kulturális Központ;orchestra;left;14;7;98;256
MOM Kulturális Központ;orchestra;left;14;8;112;256
MOM Kulturális Központ;orchestra;left;14;9;126;256
MOM Kulturális Központ;orchestra;left;14;10;140;256
MOM Kulturális Központ;orchestra;left;14;11;154;256
MOM Kulturális Központ;orchestra;left;14;12;168;256
MOM Kulturális Központ;orchestra;left;14;13;182;256
MOM Kulturális Központ;orchestra;left;14;14;196;256
MOM Kulturális Központ;orchestra;left;14;15;210;256

MOM Kulturális Központ;orchestra;right;14;15;224;256
MOM Kulturális Központ;orchestra;right;14;14;238;256
MOM Kulturális Központ;orchestra;right;14;13;252;256
MOM Kulturális Központ;orchestra;right;14;12;266;256
MOM Kulturális Központ;orchestra;right;14;11;280;256
MOM Kulturális Központ;orchestra;right;14;10;294;256
MOM Kulturális Központ;orchestra;right;14;9;308;256
MOM Kulturális Központ;orchestra;right;14;8;322;256
MOM Kulturális Központ;orchestra;right;14;7;336;256
MOM Kulturális Központ;orchestra;right;14;6;350;256
MOM Kulturális Központ;orchestra;right;14;5;364;256
MOM Kulturális Központ;orchestra;right;14;4;378;256
MOM Kulturális Központ;orchestra;right;14;3;392;256
MOM Kulturális Központ;orchestra;right;14;2;406;256
MOM Kulturális Központ;orchestra;right;14;1;420;256

MOM Kulturális Központ;orchestra;left;15;1;7;268
MOM Kulturális Központ;orchestra;left;15;2;21;268
MOM Kulturális Központ;orchestra;left;15;3;35;268
MOM Kulturális Központ;orchestra;left;15;4;49;268
MOM Kulturális Központ;orchestra;left;15;5;63;268
MOM Kulturális Központ;orchestra;left;15;6;77;268
MOM Kulturális Központ;orchestra;left;15;7;91;268
MOM Kulturális Központ;orchestra;left;15;8;105;268
MOM Kulturális Központ;orchestra;left;15;9;119;268
MOM Kulturális Központ;orchestra;left;15;10;133;268
MOM Kulturális Központ;orchestra;left;15;11;147;268
MOM Kulturális Központ;orchestra;left;15;12;161;268
MOM Kulturális Központ;orchestra;left;15;13;175;268
MOM Kulturális Központ;orchestra;left;15;14;189;268
MOM Kulturális Központ;orchestra;left;15;15;203;268
MOM Kulturális Központ;orchestra;left;15;16;217;268

MOM Kulturális Központ;orchestra;right;15;15;231;268
MOM Kulturális Központ;orchestra;right;15;14;245;268
MOM Kulturális Központ;orchestra;right;15;13;259;268
MOM Kulturális Központ;orchestra;right;15;12;273;268
MOM Kulturális Központ;orchestra;right;15;11;287;268
MOM Kulturális Központ;orchestra;right;15;10;301;268
MOM Kulturális Központ;orchestra;right;15;9;315;268
MOM Kulturális Központ;orchestra;right;15;8;329;268
MOM Kulturális Központ;orchestra;right;15;7;343;268
MOM Kulturális Központ;orchestra;right;15;6;357;268
MOM Kulturális Központ;orchestra;right;15;5;371;268
MOM Kulturális Központ;orchestra;right;15;4;385;268
MOM Kulturális Központ;orchestra;right;15;3;399;268
MOM Kulturális Központ;orchestra;right;15;2;413;268
MOM Kulturális Központ;orchestra;right;15;1;427;268

MOM Kulturális Központ;orchestra;left;16;1;0;280
MOM Kulturális Központ;orchestra;left;16;2;14;280
MOM Kulturális Központ;orchestra;left;16;3;28;280
MOM Kulturális Központ;orchestra;left;16;4;42;280
MOM Kulturális Központ;orchestra;left;16;5;56;280
MOM Kulturális Központ;orchestra;left;16;6;70;280
MOM Kulturális Központ;orchestra;left;16;7;84;280
MOM Kulturális Központ;orchestra;left;16;8;98;280
MOM Kulturális Központ;orchestra;left;16;9;112;280
MOM Kulturális Központ;orchestra;left;16;10;126;280
MOM Kulturális Központ;orchestra;left;16;11;140;280
MOM Kulturális Központ;orchestra;left;16;12;154;280
MOM Kulturális Központ;orchestra;left;16;13;168;280
MOM Kulturális Központ;orchestra;left;16;14;182;280
MOM Kulturális Központ;orchestra;left;16;15;196;280
MOM Kulturális Központ;orchestra;left;16;16;210;280

MOM Kulturális Központ;orchestra;right;16;16;224;280
MOM Kulturális Központ;orchestra;right;16;15;238;280
MOM Kulturális Központ;orchestra;right;16;14;252;280
MOM Kulturális Központ;orchestra;right;16;13;266;280
MOM Kulturális Központ;orchestra;right;16;12;280;280
MOM Kulturális Központ;orchestra;right;16;11;294;280
MOM Kulturális Központ;orchestra;right;16;10;308;280
MOM Kulturális Központ;orchestra;right;16;9;322;280
MOM Kulturális Központ;orchestra;right;16;8;336;280
MOM Kulturális Központ;orchestra;right;16;7;350;280
MOM Kulturális Központ;orchestra;right;16;6;364;280
MOM Kulturális Központ;orchestra;right;16;5;378;280
MOM Kulturális Központ;orchestra;right;16;4;392;280
MOM Kulturális Központ;orchestra;right;16;3;406;280
MOM Kulturális Központ;orchestra;right;16;2;420;280
MOM Kulturális Központ;orchestra;right;16;1;434;280

MOM Kulturális Központ;orchestra;left;17;1;28;292
MOM Kulturális Központ;orchestra;left;17;2;42;292
MOM Kulturális Központ;orchestra;left;17;3;56;292
MOM Kulturális Központ;orchestra;left;17;4;70;292
MOM Kulturális Központ;orchestra;left;17;5;84;292
MOM Kulturális Központ;orchestra;left;17;6;98;292
MOM Kulturális Központ;orchestra;left;17;7;112;292
MOM Kulturális Központ;orchestra;left;17;8;126;292

MOM Kulturális Központ;orchestra;right;17;8;308;292
MOM Kulturális Központ;orchestra;right;17;7;322;292
MOM Kulturális Központ;orchestra;right;17;6;336;292
MOM Kulturális Központ;orchestra;right;17;5;350;292
MOM Kulturális Központ;orchestra;right;17;4;364;292
MOM Kulturális Központ;orchestra;right;17;3;378;292
MOM Kulturális Központ;orchestra;right;17;2;392;292
MOM Kulturális Központ;orchestra;right;17;1;406;292

MOM Kulturális Központ;orchestra;left;18;1;28;304
MOM Kulturális Központ;orchestra;left;18;2;42;304
MOM Kulturális Központ;orchestra;left;18;3;56;304
MOM Kulturális Központ;orchestra;left;18;4;70;304
MOM Kulturális Központ;orchestra;left;18;5;84;304
MOM Kulturális Központ;orchestra;left;18;6;98;304
MOM Kulturális Központ;orchestra;left;18;7;112;304
MOM Kulturális Központ;orchestra;left;18;8;126;304

MOM Kulturális Központ;orchestra;right;18;8;308;304
MOM Kulturális Központ;orchestra;right;18;7;322;304
MOM Kulturális Központ;orchestra;right;18;6;336;304
MOM Kulturális Központ;orchestra;right;18;5;350;304
MOM Kulturális Központ;orchestra;right;18;4;364;304
MOM Kulturális Központ;orchestra;right;18;3;378;304
MOM Kulturális Központ;orchestra;right;18;2;392;304
MOM Kulturális Központ;orchestra;right;18;1;406;304

MOM Kulturális Központ;dress circle;left;1;11;56;336
MOM Kulturális Központ;dress circle;left;1;10;70;336
MOM Kulturális Központ;dress circle;left;1;9;84;336
MOM Kulturális Központ;dress circle;left;1;8;98;336
MOM Kulturális Központ;dress circle;left;1;7;112;336
MOM Kulturális Központ;dress circle;left;1;6;126;336
MOM Kulturális Központ;dress circle;left;1;5;140;336
MOM Kulturális Központ;dress circle;left;1;4;154;336
MOM Kulturális Központ;dress circle;left;1;3;168;336
MOM Kulturális Központ;dress circle;left;1;2;182;336
MOM Kulturális Központ;dress circle;left;1;1;196;336

MOM Kulturális Központ;dress circle;right;1;1;238;336
MOM Kulturális Központ;dress circle;right;1;2;252;336
MOM Kulturális Központ;dress circle;right;1;3;266;336
MOM Kulturális Központ;dress circle;right;1;4;280;336
