concert hall;floor;side;row;number;x;y
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;11;397;331
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;11;233;331
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;10;412;328
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;10;218;328
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;9;427;325
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;9;203;325
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;8;441;321
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;8;189;321
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;7;456;317
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;7;174;317
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;6;470;313
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;6;160;313
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;5;484;308
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;5;146;308
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;4;498;302
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;4;132;302
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;3;512;297
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;3;118;297
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;2;525;290
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;2;105;290
Honvéd Kulturális Központ, Színházterem;orchestra;left;3;1;539;284
Honvéd Kulturális Központ, Színházterem;orchestra;right;3;1;91;284
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;16;337;362
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;16;293;362
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;15;352;361
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;15;278;361
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;14;367;359
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;14;263;359
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;13;382;358
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;13;248;358
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;12;397;355
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;12;233;355
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;11;412;353
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;11;218;353
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;10;427;350
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;10;203;350
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;9;441;346
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;9;189;346
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;8;456;342
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;8;174;342
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;7;470;338
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;7;160;338
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;6;484;333
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;6;146;333
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;5;498;328
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;5;132;328
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;4;512;322
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;4;118;322
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;3;526;316
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;3;104;316
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;2;540;310
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;2;90;310
Honvéd Kulturális Központ, Színházterem;orchestra;left;4;1;553;303
Honvéd Kulturális Központ, Színházterem;orchestra;right;4;1;77;303
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;19;323;410
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;19;307;410
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;18;337;410
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;18;293;410
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;17;352;409
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;17;278;409
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;16;367;408
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;16;263;408
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;15;382;406
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;15;248;406
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;14;397;404
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;14;233;404
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;13;412;402
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;13;218;402
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;12;427;399
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;12;203;399
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;11;441;396
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;11;189;396
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;10;456;392
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;10;174;392
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;9;470;388
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;9;160;388
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;8;485;384
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;8;145;384
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;7;499;379
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;7;131;379
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;6;513;374
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;6;117;374
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;5;527;368
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;5;103;368
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;4;541;362
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;4;89;362
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;3;555;356
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;3;75;356
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;2;568;350
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;2;62;350
Honvéd Kulturális Központ, Színházterem;orchestra;left;6;1;581;343
Honvéd Kulturális Központ, Színházterem;orchestra;right;6;1;49;343
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;19;323;434
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;19;307;434
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;18;337;434
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;18;293;434
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;17;352;433
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;17;278;433
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;16;367;432
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;16;263;432
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;15;382;430
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;15;248;430
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;14;397;428
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;14;233;428
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;13;412;426
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;13;218;426
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;12;427;423
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;12;203;423
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;11;442;420
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;11;188;420
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;10;456;417
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;10;174;417
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;9;471;413
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;9;159;413
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;8;485;409
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;8;145;409
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;7;499;404
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;7;131;404
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;6;513;399
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;6;117;399
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;5;528;394
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;5;102;394
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;4;541;388
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;4;89;388
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;3;555;382
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;3;75;382
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;2;569;376
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;2;61;376
Honvéd Kulturális Központ, Színházterem;orchestra;left;7;1;582;369
Honvéd Kulturális Központ, Színházterem;orchestra;right;7;1;48;369
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;20;323;458
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;20;307;458
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;19;337;458
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;19;293;458
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;18;352;457
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;18;278;457
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;17;367;456
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;17;263;456
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;16;382;454
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;16;248;454
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;15;397;452
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;15;233;452
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;14;412;450
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;14;218;450
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;13;427;448
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;13;203;448
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;12;442;445
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;12;188;445
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;11;456;441
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;11;174;441
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;10;471;438
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;10;159;438
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;9;485;434
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;9;145;434
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;8;500;429
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;8;130;429
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;7;514;425
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;7;116;425
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;6;528;420
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;6;102;420
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;5;542;414
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;5;88;414
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;4;556;408
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;4;74;408
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;3;569;402
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;3;61;402
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;2;583;396
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;2;47;396
Honvéd Kulturális Központ, Színházterem;orchestra;left;8;1;596;389
Honvéd Kulturális Központ, Színházterem;orchestra;right;8;1;34;389
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;20;323;482
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;20;307;482
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;19;337;482
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;19;293;482
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;18;352;481
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;18;278;481
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;17;367;480
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;17;263;480
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;16;382;478
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;16;248;478
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;15;397;477
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;15;233;477
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;14;412;474
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;14;218;474
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;13;427;472
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;13;203;472
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;12;442;469
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;12;188;469
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;11;456;466
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;11;174;466
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;10;471;462
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;10;159;462
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;9;485;459
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;9;145;459
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;8;500;454
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;8;130;454
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;7;514;450
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;7;116;450
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;6;528;445
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;6;102;445
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;5;542;440
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;5;88;440
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;4;556;434
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;4;74;434
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;3;570;428
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;3;60;428
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;2;584;422
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;2;46;422
Honvéd Kulturális Központ, Színházterem;orchestra;left;9;1;597;416
Honvéd Kulturális Központ, Színházterem;orchestra;right;9;1;33;416
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;21;323;506
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;21;307;506
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;20;337;506
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;20;293;506
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;19;352;505
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;19;278;505
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;18;367;504
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;18;263;504
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;17;382;503
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;17;248;503
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;16;397;501
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;16;233;501
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;15;412;499
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;15;218;499
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;14;427;496
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;14;203;496
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;13;442;494
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;13;188;494
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;12;456;491
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;12;174;491
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;11;471;487
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;11;159;487
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;10;486;483
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;10;144;483
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;9;500;479
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;9;130;479
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;8;514;475
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;8;116;475
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;7;529;470
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;7;101;470
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;6;543;465
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;6;87;465
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;5;557;460
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;5;73;460
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;4;571;454
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;4;59;454
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;3;584;448
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;3;46;448
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;2;598;442
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;2;32;442
Honvéd Kulturális Központ, Színházterem;orchestra;left;10;1;611;435
Honvéd Kulturális Központ, Színházterem;orchestra;right;10;1;19;435
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;21;323;530
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;21;307;530
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;20;337;530
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;20;293;530
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;19;352;529
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;19;278;529
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;18;367;528
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;18;263;528
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;17;382;527
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;17;248;527
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;16;397;525
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;16;233;525
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;15;412;523
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;15;218;523
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;14;427;521
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;14;203;521
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;13;442;518
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;13;188;518
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;12;456;515
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;12;174;515
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;11;471;512
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;11;159;512
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;10;486;508
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;10;144;508
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;9;500;504
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;9;130;504
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;8;515;500
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;8;115;500
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;7;529;496
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;7;101;496
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;6;543;491
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;6;87;491
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;5;557;485
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;5;73;485
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;4;571;480
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;4;59;480
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;3;585;474
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;3;45;474
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;2;599;468
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;2;31;468
Honvéd Kulturális Központ, Színházterem;orchestra;left;11;1;612;462
Honvéd Kulturális Központ, Színházterem;orchestra;right;11;1;18;462
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;21;323;554
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;21;307;554
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;20;337;554
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;20;293;554
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;19;352;553
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;19;278;553
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;18;367;552
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;18;263;552
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;17;382;551
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;17;248;551
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;16;397;549
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;16;233;549
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;15;412;547
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;15;218;547
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;14;427;545
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;14;203;545
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;13;442;542
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;13;188;542
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;12;457;540
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;12;173;540
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;11;471;536
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;11;159;536
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;10;486;533
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;10;144;533
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;9;500;529
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;9;130;529
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;8;515;525
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;8;115;525
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;7;529;521
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;7;101;521
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;6;543;516
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;6;87;516
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;5;557;511
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;5;73;511
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;4;571;506
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;4;59;506
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;3;585;500
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;3;45;500
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;2;599;494
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;2;31;494
Honvéd Kulturális Központ, Színházterem;orchestra;left;12;1;613;488
Honvéd Kulturális Központ, Színházterem;orchestra;right;12;1;17;488
